engine,case,requests,ops_s,payload_mib_s,p50_ms,p95_ms,p99_ms,errors,origin_requests,origin_bytes,cache_path_memory_after_mib,raw_path
NGINX disk cache,one_pass-262144-1,150,118.48932424695772,29.62233106173943,8.262521,9.78872485,12.594681509999992,0,150,39321600,5.27734375,bench/investigation/runs/2026-09-23-http-equal-1.6/nginx-262144-1-one_pass.json
gRPC HTTP adapter,one_pass-262144-1,150,108.9590948947625,27.239773723690625,9.0746255,10.99816235,12.010528919999993,0,150,39321600,283.67578125,bench/investigation/runs/2026-09-23-http-equal-1.6/grpc_adapter-262144-1-one_pass.json
NGINX disk cache,repeated-1048576-1,250,1242.815488723403,1242.815488723403,0.7540205,0.9156252999999998,1.04097543,0,0,0,4.58203125,bench/investigation/runs/2026-09-23-http-equal-1.6/nginx-1048576-1-repeated.json
gRPC HTTP adapter,repeated-1048576-1,250,904.201644199981,904.201644199981,0.9789795,1.5065001499999997,1.9171614199999991,0,0,0,257.0859375,bench/investigation/runs/2026-09-23-http-equal-1.6/grpc_adapter-1048576-1-repeated.json
NGINX disk cache,repeated-262144-1,400,2537.7423027649434,634.4355756912358,0.355,0.5543285499999999,0.7696163299999997,0,0,0,4.48828125,bench/investigation/runs/2026-09-23-http-equal-1.6/nginx-262144-1-repeated.json
gRPC HTTP adapter,repeated-262144-1,400,1976.3012722275555,494.0753180568889,0.4314165,0.8501919999999997,1.2239489199999989,0,0,0,189.96875,bench/investigation/runs/2026-09-23-http-equal-1.6/grpc_adapter-262144-1-repeated.json
NGINX disk cache,repeated-262144-8,400,2630.777737085099,657.6944342712748,2.7119999999999997,4.156072599999998,8.879396669999997,0,0,0,4.4765625,bench/investigation/runs/2026-09-23-http-equal-1.6/nginx-262144-8-repeated.json
gRPC HTTP adapter,repeated-262144-8,400,3025.657568617703,756.4143921544257,2.4225415,4.038066949999998,5.356214169999998,0,0,0,202.09765625,bench/investigation/runs/2026-09-23-http-equal-1.6/grpc_adapter-262144-8-repeated.json
