case,repetition,engine,errors,elapsed_s,objects_s,payload_mib_s,operations,batches,get_attempts,hits,origins,hit_ratio,byte_hit_ratio,origin_per_1000_gets,origin_bytes,origin_bytes_avoided,p50_ms,p95_ms,p99_ms,p999_ms,samples,warmup_stable,dropped_arrivals,server_cpu_s,server_cpu_us_per_object,server_memory_current_bytes,server_memory_peak_bytes,cgroup_io_rbytes_delta,cgroup_io_wbytes_delta,cgroup_io_rios_delta,cgroup_io_wios_delta,client_cpu_s,client_memory_peak_bytes,flash_file_logical_bytes,flash_file_allocated_bytes,nvm_hits_delta,nvm_written_bytes_delta,nvm_device_bytes_written_delta,nvm_device_bytes_read_delta,extstore_objects_read_delta,extstore_bytes_written_delta,extstore_bytes_read_delta,evictions_delta,cache_item_count_after,cache_used_bytes_after,flash_hits,inferred_dram_hits,flash_hit_ratio,inferred_dram_hit_ratio
offered_1k_20k,r0,grpc,0,20.000158718,19999.84128325956,19.531095003183164,400000,400000,400000,400000,0,1.0,1.0,0.0,0,409600000,0.223341,1.13246225,1.9308433199999988,6.588378540999999,400000,True,0,39.374621,98.4365525,20774912,28741632,0,0,0,0,23.51763,34656256,0,0,0,0,0,0,0,0,,0,1002,8387424,0,400000,0,1.0
offered_1k_20k,r0,redis,0,20.000076885,19999.923115295565,19.531174917280826,400000,400000,400000,400000,0,1.0,1.0,0.0,0,409600000,0.248084,1.9368389999999993,2.3523370499999996,2.677502296,400000,True,0,4.926995,12.3174875,12771328,13991936,0,0,0,0,11.723321,32174080,0,0,0,0,0,0,0,0,,0,,2590776,,,,
offered_1k_50k,r0,grpc,0,20.000424759,49998.938125052046,48.82708801274614,1000000,1000000,1000000,1000000,0,1.0,1.0,0.0,0,1024000000,0.3552535,1.8645100499999983,7.906503,13.814168624999999,1000000,True,0,55.256386,55.256386,21241856,27967488,0,0,0,0,40.738797,67080192,0,0,0,0,0,0,0,0,,0,1002,8387424,0,1000000,0,1.0
offered_1k_50k,r0,redis,0,20.000081509,49999.79622833046,48.827926004228964,1000000,1000000,1000000,1000000,0,1.0,1.0,0.0,0,1024000000,0.099586,1.076254,1.9821345999999984,2.6213001659999997,1000000,True,0,8.138369,8.138369,13053952,13914112,0,0,0,0,20.773066,67067904,0,0,0,0,0,0,0,0,,0,,2590952,,,,
