case,repetition,engine,errors,elapsed_s,objects_s,payload_mib_s,operations,batches,get_attempts,hits,origins,hit_ratio,byte_hit_ratio,origin_per_1000_gets,origin_bytes,origin_bytes_avoided,p50_ms,p95_ms,p99_ms,p999_ms,samples,warmup_stable,dropped_arrivals,server_cpu_s,server_cpu_us_per_object,server_memory_current_bytes,server_memory_peak_bytes,cgroup_io_rbytes_delta,cgroup_io_wbytes_delta,cgroup_io_rios_delta,cgroup_io_wios_delta,client_cpu_s,client_memory_peak_bytes,flash_file_logical_bytes,flash_file_allocated_bytes,nvm_hits_delta,nvm_written_bytes_delta,nvm_device_bytes_written_delta,nvm_device_bytes_read_delta,extstore_objects_read_delta,extstore_bytes_written_delta,extstore_bytes_read_delta,evictions_delta,cache_item_count_after,cache_used_bytes_after,flash_hits,inferred_dram_hits,flash_hit_ratio,inferred_dram_hit_ratio
hit_1m_c4,r0,memcached,0,10.000324046,7240.4653756156895,7240.4653756156895,72407,72407,72407,72407,0,1.0,1.0,0.0,0,75924242432,0.488209,1.0302794,1.45248998,2.444972249999998,72407,True,0,12.473619,172.27089922245088,55693312,57159680,0,0,0,0,26.277917,89587712,0,0,0,0,0,0,0,0,,0,40,41946270,,,,
hit_1m_c4,r0,redis,0,10.000436505,5535.358378839084,5535.358378839084,55356,55356,55356,55356,0,1.0,1.0,0.0,0,58044973056,0.6780415,1.2359794999999993,1.6235793499999998,2.9760701949999984,55356,True,0,8.221516,148.5207746224438,66015232,70430720,0,0,0,0,22.169981,43454464,0,0,0,0,0,0,0,0,,0,,53680280,,,,
hit_256k_c8,r0,grpc,0,10.000747254,10295.430669825026,2573.8576674562564,102962,102962,102962,102962,0,1.0,1.0,0.0,0,26990870528,0.718375,1.34933395,1.7735583799999999,2.633351013,102962,True,0,28.029161,272.2282104077232,84217856,89198592,0,0,0,0,23.139879,47374336,0,0,0,0,0,0,0,0,,0,162,62912192,0,102962,0,1.0
hit_256k_c8,r0,memcached,0,10.000366879,18542.919699216367,4635.729924804092,185436,185436,185436,185436,0,1.0,1.0,0.0,0,48610934784,0.384625,0.90533325,1.27934595,1.8922825,185436,True,0,9.542711,51.46094070191333,67383296,71434240,0,0,0,0,25.163064,41836544,0,0,0,0,0,0,0,0,,0,160,41956370,,,,
hit_256k_c8,r0,redis,0,10.00029938,18335.45107326577,4583.862768316442,183360,183360,183360,183360,0,1.0,1.0,0.0,0,48066723840,0.413167,0.7740860499999997,1.01257603,1.6447121249999996,183360,True,0,8.527051,46.5044229930192,63574016,64380928,0,0,0,0,23.170394,39931904,0,0,0,0,0,0,0,0,,0,,53688248,,,,
hit_64k_c8,r0,grpc,0,10.000412088,25392.653599216363,1587.0408499510227,253937,253937,253937,253937,0,1.0,1.0,0.0,0,16642015232,0.274042,0.6752081999999999,0.9263182399999998,1.370926375999999,253937,True,0,25.241287,99.3997999503814,96645120,104628224,0,0,0,0,25.725574,41566208,0,0,0,0,0,0,0,0,,0,1002,75495104,0,253937,0,1.0
hit_64k_c8,r0,memcached,0,10.000125337,52384.04343411481,3274.0027146321754,523847,523847,523847,523847,0,1.0,1.0,0.0,0,34330836992,0.110083,0.391042,0.6686056799999999,1.1640167499999998,523847,True,0,12.369013,23.611880949972033,83202048,84295680,0,0,0,0,27.807228,44453888,0,0,0,0,0,0,0,0,,0,1000,65618890,,,,
hit_64k_c8,r0,redis,0,10.000137087,46662.960311475974,2916.4350194672484,466636,466636,466636,466636,0,1.0,1.0,0.0,0,30581456896,0.146959,0.353542,0.533125,0.8436445899999999,466636,True,0,8.235895,17.64950625326807,87220224,89845760,0,0,0,0,22.913752,38932480,0,0,0,0,0,0,0,0,,0,,83230664,,,,
mixed_1k_c8,r0,grpc,0,10.000139089,47482.13957566886,23.184443154898606,474828,474828,237412,237412,0,1.0,1.0,0.0,0,243109888,0.154,0.274125,0.5139049299999998,0.777,474828,True,0,28.09557,59.1699941873689,28180480,28946432,0,0,0,0,23.541288,38060032,0,0,0,0,0,0,0,0,,0,1002,8383872,0,237412,0,1.0
mixed_1k_c8,r0,memcached,0,10.000023547,105121.95246933852,51.328785386109054,1051222,1051222,525608,525608,0,1.0,1.0,0.0,0,538222592,0.075708,0.112792,0.129667,0.22115771799999998,1051222,True,0,14.08577,13.399424669575028,13406208,13410304,0,0,0,0,23.741524,56881152,0,0,0,0,0,0,0,0,,0,1000,1107890,,,,
mixed_1k_c8,r0,redis,0,10.000056421,122702.90769792447,59.91333383797915,1227036,1227036,613516,613516,0,1.0,1.0,0.0,0,628240384,0.066292,0.104541,0.12475,0.27145653,1227036,True,0,8.650294,7.049747521670106,19468288,20533248,0,0,0,0,22.120557,66465792,0,0,0,0,0,0,0,0,,0,,2590936,,,,
readheavy_1k_c8,r0,grpc,0,10.000074254,47028.15079716907,41.33299386723734,470285,470285,423253,423253,0,1.0,1.0,0.0,0,433411072,0.154541,0.282625,0.5346449999999995,0.777541716,470285,True,0,27.341348,58.13782706231328,30453760,33607680,0,0,0,0,23.072151,41951232,0,0,0,0,0,0,0,0,,0,1002,8385056,0,423253,0,1.0
readheavy_1k_c8,r0,memcached,0,10.000074004,104351.12775991413,91.71436033954774,1043519,1043519,939162,939162,0,1.0,1.0,0.0,0,961701888,0.076166,0.114458,0.13575,0.2686234879999999,1043519,True,0,13.070251,12.525168204891335,11456512,14528512,0,0,0,0,24.098992,58404864,0,0,0,0,0,0,0,0,,0,1000,1111890,,,,
readheavy_1k_c8,r0,redis,0,10.000041963,130988.95033106774,115.12666533147427,1309895,1309895,1178902,1178902,0,1.0,1.0,0.0,0,1207195648,0.062125,0.096583,0.116292,0.2571337979999999,1309895,True,0,8.717626,6.65520976872192,17285120,18432000,0,0,0,0,22.291846,74932224,0,0,0,0,0,0,0,0,,0,,2590824,,,,
