case,repetition,engine,errors,elapsed_s,objects_s,payload_mib_s,operations,batches,get_attempts,hits,origins,hit_ratio,byte_hit_ratio,origin_per_1000_gets,origin_bytes,origin_bytes_avoided,p50_ms,p95_ms,p99_ms,p999_ms,samples,warmup_stable,dropped_arrivals,server_cpu_s,server_cpu_us_per_object,server_memory_current_bytes,server_memory_peak_bytes,cgroup_io_rbytes_delta,cgroup_io_wbytes_delta,cgroup_io_rios_delta,cgroup_io_wios_delta,client_cpu_s,client_memory_peak_bytes,flash_file_logical_bytes,flash_file_allocated_bytes,nvm_hits_delta,nvm_written_bytes_delta,nvm_device_bytes_written_delta,nvm_device_bytes_read_delta,extstore_objects_read_delta,extstore_bytes_written_delta,extstore_bytes_read_delta,evictions_delta,cache_item_count_after,cache_used_bytes_after,flash_hits,inferred_dram_hits,flash_hit_ratio,inferred_dram_hit_ratio
batch_get_1k_c8,r0,grpc,0,20.000247801,427362.7049547175,417.3463915573413,8547360,534210,8547360,8547360,0,1.0,1.0,0.0,0,8752496640,0.222625,0.934022549999999,1.7318712199999997,2.7103313189999994,534210,True,0,43.665011,5.108596221523371,21078016,28098560,0,0,0,0,32.833438,38989824,0,0,0,0,0,0,0,0,,0,1002,8387424,0,8547360,0,1.0
batch_get_1k_c8,r0,memcached,0,20.000052592,998840.5734488281,975.4302475086212,19976864,1248554,19976864,19976864,0,1.0,1.0,0.0,0,20456308736,0.085,0.290958,1.122875,1.932768774,1248554,True,0,27.198679,1.3615089435458938,6615040,8151040,0,0,0,0,46.264493,78749696,0,0,0,0,0,0,0,0,,0,1000,1111890,,,,
batch_get_1k_c8,r0,redis,0,20.000047218,1027397.5744170666,1003.3179437666666,20548000,1284250,20548000,20548000,0,1.0,1.0,0.0,0,21041152000,0.112458,0.206417,0.3515,1.1850418339999995,1284250,True,0,18.39155,0.8950530465252092,12943360,14376960,0,0,0,0,42.07277,80482304,0,0,0,0,0,0,0,0,,0,,2590872,,,,
batch_get_1k_c8,r1,grpc,0,20.001514384,417564.3823590193,407.7777171474798,8351920,521995,8351920,8351920,0,1.0,1.0,0.0,0,8552366080,0.22475,0.964762599999999,1.7588824999999995,3.068481501999998,521995,True,0,43.125084,5.163493424266516,21651456,27828224,0,0,0,0,32.390691,45166592,0,0,0,0,0,0,0,0,,0,1002,8387424,0,8351920,0,1.0
batch_get_1k_c8,r1,memcached,0,20.00013355,1024173.9610783749,1000.1698838656005,20483616,1280226,20483616,20483616,0,1.0,1.0,0.0,0,20975222784,0.082458,0.280125,1.1251564999999994,1.9296798749999997,1280226,True,0,27.564478,1.3456841799807222,7151616,8110080,0,0,0,0,45.671314,80306176,0,0,0,0,0,0,0,0,,0,1000,1111890,,,,
batch_get_1k_c8,r1,redis,0,20.000118009,1005316.4681804453,981.7543634574661,20106448,1256653,20106448,20106448,0,1.0,1.0,0.0,0,20589002752,0.11725,0.19804139999999992,0.33504148,1.1730288839999998,1256653,True,0,18.59159,0.924658099729997,13041664,14630912,0,0,0,0,40.629404,81481728,0,0,0,0,0,0,0,0,,0,,2591048,,,,
