case,repetition,engine,errors,elapsed_s,objects_s,payload_mib_s,operations,batches,get_attempts,hits,origins,hit_ratio,byte_hit_ratio,origin_per_1000_gets,origin_bytes,origin_bytes_avoided,p50_ms,p95_ms,p99_ms,p999_ms,samples,warmup_stable,dropped_arrivals,server_cpu_s,server_cpu_us_per_object,server_memory_current_bytes,server_memory_peak_bytes,cgroup_io_rbytes_delta,cgroup_io_wbytes_delta,cgroup_io_rios_delta,cgroup_io_wios_delta,client_cpu_s,client_memory_peak_bytes,flash_file_logical_bytes,flash_file_allocated_bytes,nvm_hits_delta,nvm_written_bytes_delta,nvm_device_bytes_written_delta,nvm_device_bytes_read_delta,extstore_objects_read_delta,extstore_bytes_written_delta,extstore_bytes_read_delta,evictions_delta,cache_item_count_after,cache_used_bytes_after,flash_hits,inferred_dram_hits,flash_hit_ratio,inferred_dram_hit_ratio
offered_1k_80k,r0,grpc,0,20.619328885,62518.76611453544,61.05348253372602,1289095,1289095,1289095,1289095,0,1.0,1.0,0.0,0,1320033280,628.219379,664.0318727,669.01880386,672.207670146,1289095,True,310905,61.765695,47.91399780466141,21745664,27910144,0,0,0,0,49.710061,89092096,0,0,0,0,0,0,0,0,,0,1002,8387424,0,1289095,0,1.0
offered_1k_80k,r0,redis,0,20.000100717,79999.59713402878,78.12460657619998,1600000,1600000,1600000,1600000,0,1.0,1.0,0.0,0,1638400000,0.095208,0.9082950499999999,1.99654702,2.9047542869999994,1600000,True,0,10.824556,6.7653475,12554240,13799424,0,0,0,0,26.227445,100982784,0,0,0,0,0,0,0,0,,0,,2591016,,,,
