case,repetition,engine,errors,elapsed_s,objects_s,payload_mib_s,operations,batches,get_attempts,hits,origins,hit_ratio,byte_hit_ratio,origin_per_1000_gets,origin_bytes,origin_bytes_avoided,p50_ms,p95_ms,p99_ms,p999_ms,samples,warmup_stable,dropped_arrivals,server_cpu_s,server_cpu_us_per_object,server_memory_current_bytes,server_memory_peak_bytes,cgroup_io_rbytes_delta,cgroup_io_wbytes_delta,cgroup_io_rios_delta,cgroup_io_wios_delta,client_cpu_s,client_memory_peak_bytes,flash_file_logical_bytes,flash_file_allocated_bytes,nvm_hits_delta,nvm_written_bytes_delta,nvm_device_bytes_written_delta,nvm_device_bytes_read_delta,extstore_objects_read_delta,extstore_bytes_written_delta,extstore_bytes_read_delta,evictions_delta,cache_item_count_after,cache_used_bytes_after,flash_hits,inferred_dram_hits,flash_hit_ratio,inferred_dram_hit_ratio
origin_uniform_64k_5ms,r0,grpc,0,60.000306527,22438.502033221455,1402.406377076341,1346317,1346317,1346317,1346317,0,1.0,1.0,0.0,0,88232230912,0.287417,0.90125,1.813111719999999,3.076917,1346317,True,0,129.04053,95.84706276456436,163250176,170143744,0,0,0,0,112.000429,80822272,0,0,0,0,0,0,0,0,,0,2050,146798272,0,1346317,0,1.0
origin_uniform_64k_5ms,r1,grpc,0,60.000275652,22276.2976582333,1392.2686036395812,1336584,1336584,1336584,1336584,0,1.0,1.0,0.0,0,87594369024,0.289708,0.900833,1.79120817,3.075104832999999,1336584,True,0,131.296181,98.23264456255647,163028992,171233280,0,0,0,0,112.030871,83111936,0,0,0,0,0,0,0,0,,0,2050,146798272,0,1336584,0,1.0
origin_uniform_64k_5ms,r2,grpc,0,60.000858027,22291.464555359034,1393.2165347099397,1337507,1337507,1337507,1337507,0,1.0,1.0,0.0,0,87654858752,0.288875,0.9055,1.8082474799999995,3.21489475,1337507,True,0,129.077285,96.50587623092812,163012608,169730048,0,0,0,0,111.756617,97591296,0,0,0,0,0,0,0,0,,0,2050,146798272,0,1337507,0,1.0
origin_uniform_64k_5ms,r3,grpc,0,60.001621361,22303.047311815124,1393.9404569884452,1338219,1338219,1338219,1338219,0,1.0,1.0,0.0,0,87701520384,0.289583,0.906708,1.7987004399999995,3.159157844,1338219,True,0,128.567817,96.0738242395303,163373056,169603072,0,0,0,0,111.692563,92897280,0,0,0,0,0,0,0,0,,0,2050,146798272,0,1338219,0,1.0
origin_uniform_64k_5ms,r4,grpc,0,60.000345194,22414.13771290244,1400.8836070564025,1344856,1344856,1344856,1344856,0,1.0,1.0,0.0,0,88136482816,0.287208,0.911125,1.8124537999999988,3.136476125,1344856,True,0,128.50296,95.55146424598618,162955264,170545152,0,0,0,0,112.002882,84963328,0,0,0,0,0,0,0,0,,0,2050,146798272,0,1344856,0,1.0
