engine,case,requests,ops_s,payload_mib_s,p50_ms,p95_ms,p99_ms,errors,origin_requests,origin_bytes,raw_path
NGINX disk cache,one_pass-262144-1,150,119.6849173907284,29.9212293476821,8.198021,9.60189565,10.601494009999998,0,150,39321600,bench/investigation/runs/2026-09-23-http-fullcheck-1.6/nginx-262144-1-one_pass.json
gRPC HTTP adapter,one_pass-262144-1,150,110.26892192811559,27.567230482028897,8.927458,11.232028649999997,11.94328942,0,150,39321600,bench/investigation/runs/2026-09-23-http-fullcheck-1.6/grpc_adapter-262144-1-one_pass.json
NGINX disk cache,repeated-1048576-1,250,1309.7462562042901,1309.7462562042901,0.7126874999999999,0.8438911499999998,0.94327442,0,0,0,bench/investigation/runs/2026-09-23-http-fullcheck-1.6/nginx-1048576-1-repeated.json
gRPC HTTP adapter,repeated-1048576-1,250,840.1906868551249,840.1906868551249,1.1010835,1.5246601999999998,1.9319573299999986,0,0,0,bench/investigation/runs/2026-09-23-http-fullcheck-1.6/grpc_adapter-1048576-1-repeated.json
NGINX disk cache,repeated-262144-1,400,2803.7727032769185,700.9431758192296,0.32347950000000003,0.5177381499999999,0.6263674099999995,0,0,0,bench/investigation/runs/2026-09-23-http-fullcheck-1.6/nginx-262144-1-repeated.json
gRPC HTTP adapter,repeated-262144-1,400,1710.4073704603275,427.60184261508186,0.507938,0.8876728999999991,1.2526162499999998,0,0,0,bench/investigation/runs/2026-09-23-http-fullcheck-1.6/grpc_adapter-262144-1-repeated.json
NGINX disk cache,repeated-262144-8,400,2991.075371381505,747.7688428453763,2.4748535,2.8763232499999996,5.8520587499999985,0,0,0,bench/investigation/runs/2026-09-23-http-fullcheck-1.6/nginx-262144-8-repeated.json
gRPC HTTP adapter,repeated-262144-8,400,2910.5382403800313,727.6345600950078,2.512833,4.034595799999998,4.6783545,0,0,0,bench/investigation/runs/2026-09-23-http-fullcheck-1.6/grpc_adapter-262144-8-repeated.json
