case,repetition,engine,errors,elapsed_s,objects_s,payload_mib_s,operations,batches,get_attempts,hits,origins,hit_ratio,byte_hit_ratio,origin_per_1000_gets,origin_bytes,origin_bytes_avoided,p50_ms,p95_ms,p99_ms,p999_ms,samples,warmup_stable,dropped_arrivals,server_cpu_s,server_cpu_us_per_object,server_memory_current_bytes,server_memory_peak_bytes,cgroup_io_rbytes_delta,cgroup_io_wbytes_delta,cgroup_io_rios_delta,cgroup_io_wios_delta,client_cpu_s,client_memory_peak_bytes,flash_file_logical_bytes,flash_file_allocated_bytes,nvm_hits_delta,nvm_written_bytes_delta,nvm_device_bytes_written_delta,nvm_device_bytes_read_delta,extstore_objects_read_delta,extstore_bytes_written_delta,extstore_bytes_read_delta,evictions_delta,cache_item_count_after,cache_used_bytes_after,flash_hits,inferred_dram_hits,flash_hit_ratio,inferred_dram_hit_ratio
origin_uniform_64k_5ms,r1,valkey,0,60.004366319,2716.385656561607,99.36985199212033,162995,162995,162995,95402,67593,0.5853062977391944,0.5853062977391944,414.69370226080554,4429774848,6252265472,0.507167,7.770304299999999,8.73731602,10.84902475,162995,True,0,15.195532,93.2269824227737,102449152,103976960,0,0,0,0,26.118147,16543744,0,0,0,0,0,0,0,0,,66736,,99833232,,,,
origin_uniform_64k_5ms,r2,grpc,0,60.00513211,3697.9503618661397,149.1841145119012,221896,221896,221896,143229,78667,0.6454780617947147,0.6454780617947147,354.5219382052854,5155520512,9386655744,0.240041,6.21138525,6.54425,6.86308741,221896,True,0,38.354083,172.84711306197497,118382592,123375616,0,0,0,0,36.16332,42856448,0,0,0,0,0,0,0,0,,77542,1325,96466624,0,143229,0,0.6454780617947147
origin_uniform_64k_5ms,r2,grpc_nvm,0,60.000898235,15733.664457865094,983.3540286165684,944034,944034,944034,944034,0,1.0,1.0,0.0,0,61868212224,0.379583,1.181541,1.6663614699999998,2.971912875,944034,True,0,173.811853,184.11609433558536,261672960,269492224,0,0,0,0,114.320417,69193728,536870912,536870912,330461,0,0,22652194816,0,0,,330461,1325,96466624,330461,613573,0.35005201083859266,0.6499479891614073
origin_uniform_64k_5ms,r2,memcached,0,60.004030403,4334.425508640445,186.43330997713613,260083,260083,260083,178988,81095,0.6881956913754456,0.6881956913754456,311.8043086245545,5314641920,11730157568,0.12825,6.0619539,6.35171556,6.763660194,260083,True,0,12.643092,48.61175855400007,109961216,112594944,0,0,0,0,22.645244,24375296,0,0,0,0,0,0,0,0,,79875,1410,92540356,,,,
origin_uniform_64k_5ms,r2,memcached_extstore,0,60.000354319,44317.70495658496,2769.85655978656,2659078,2659078,2659078,2659078,0,1.0,1.0,0.0,0,174265335808,0.122791,0.40425,0.572375,0.9900419229999999,2659078,True,0,127.23762,47.85027742698785,204513280,204513280,0,0,0,0,130.812108,163708928,75497472,84017152,0,0,0,0,909584,25071244,59697109841,0,2048,134413226,,,,
origin_uniform_64k_5ms,r2,redis,0,60.00453461,2785.6061393757386,101.8693843678492,167149,167149,167149,97802,69347,0.5851186665789206,0.5851186665789206,414.8813334210794,4544724992,6409551872,0.462833,7.472792,8.428416,13.002056283999998,167149,True,0,14.821777,88.67403933017846,104181760,104181760,0,0,0,0,26.27715,19091456,0,0,0,0,0,0,0,0,,68585,,99817880,,,,
origin_uniform_64k_5ms,r2,valkey,0,60.005655111,2976.4028018629124,109.12096514716109,178601,178601,178601,104766,73835,0.5865924602885763,0.5865924602885763,413.4075397114238,4838850560,6865944576,0.408167,6.850166999999999,7.358459,8.0104246,178601,True,0,14.495538,81.16157244360333,103227392,103227392,0,0,0,0,23.987384,21045248,0,0,0,0,0,0,0,0,,73023,,99832880,,,,
origin_uniform_64k_5ms,r3,grpc,0,60.00330711,3656.515125037747,147.60436426884803,219403,219403,219403,141708,77695,0.645879956062588,0.645879956062588,354.120043937412,5091819520,9286975488,0.246833,6.3078288,6.7188305,7.223033152,219403,True,0,37.554323,171.16595032884692,116146176,125489152,0,0,0,0,35.459044,43048960,0,0,0,0,0,0,0,0,,76491,1325,96466624,0,141708,0,0.645879956062588
origin_uniform_64k_5ms,r3,grpc_nvm,0,60.000751652,16779.573126671672,1048.7233204169795,1006787,1006787,1006787,1006787,0,1.0,1.0,0.0,0,65980792832,0.359291,1.102125,1.471417,2.043476762,1006787,True,0,177.352362,176.1567858941365,268996608,297586688,0,0,0,0,117.384556,71311360,536870912,536870912,354428,0,0,24291471360,0,0,,354428,1325,96466624,354428,652359,0.3520387132531509,0.6479612867468492
origin_uniform_64k_5ms,r3,memcached,0,60.001257069,4233.7779641494735,182.55034202706833,254032,254032,254032,175252,78780,0.68988158972098,0.68988158972098,310.11841027901994,5162926080,11485315072,0.182375,6.233976899999999,6.665698229999999,7.184310396,254032,True,0,17.025557,67.02130833910688,112054272,114626560,0,0,0,0,26.322611,21442560,0,0,0,0,0,0,0,0,,77736,1410,92540335,,,,
origin_uniform_64k_5ms,r3,memcached_extstore,0,60.000240861,45219.551806225536,2826.221987889096,2713184,2713184,2713184,2713184,0,1.0,1.0,0.0,0,177811226624,0.120667,0.395708,0.54875,0.9419846279999998,2713184,True,0,127.634993,47.042512782030265,204242944,204816384,0,0,0,0,130.350168,161505280,75497472,84017152,0,0,0,0,929228,25661951,60986307604,0,2048,134413226,,,,
origin_uniform_64k_5ms,r3,redis,0,60.006237694,2723.5835186571194,99.69901013471129,163432,163432,163432,95721,67711,0.5856931323119096,0.5856931323119096,414.30686768809045,4437508096,6273171456,0.500354,7.713931249999999,8.48961748,9.435332852,163432,True,0,14.855775,90.89881418571639,102158336,107646976,0,0,0,0,25.001271,17600512,0,0,0,0,0,0,0,0,,67033,,99817288,,,,
origin_uniform_64k_5ms,r3,valkey,0,60.005007278,2766.085823988457,101.43424317576165,165979,165979,165979,97385,68594,0.5867308514932612,0.5867308514932612,413.2691485067388,4495376384,6382223360,0.49225,7.606792,8.35497122,9.151837598,165979,True,0,14.917619,89.87654462311497,102526976,103813120,0,0,0,0,25.04307,19185664,0,0,0,0,0,0,0,0,,67750,,99832816,,,,
origin_uniform_64k_5ms,r4,grpc,0,60.005268735,3650.72942123538,147.37143398279625,219063,219063,219063,141489,77574,0.6458826912805905,0.6458826912805905,354.1173087194095,5083889664,9272623104,0.250917,6.320125,6.73403154,7.212952854,219063,True,0,37.676513,171.98939574460314,118956032,126611456,0,0,0,0,35.732827,48082944,0,0,0,0,0,0,0,0,,76524,1325,96466624,0,141489,0,0.6458826912805905
origin_uniform_64k_5ms,r4,grpc_nvm,0,60.000341402,16829.270907554226,1051.8294317221391,1009762,1009762,1009762,1009762,0,1.0,1.0,0.0,0,66175762432,0.35825,1.091875,1.444083,1.9397365489999996,1009762,True,0,175.06123,173.36880373791053,259600384,272285696,0,0,0,0,116.351819,72159232,536870912,536870912,353294,0,0,24216338432,0,0,,353294,1325,96466624,353294,656468,0.34987848621754436,0.6501215137824556
origin_uniform_64k_5ms,r4,memcached,0,60.002198068,4219.678747652909,181.49126783086504,253190,253190,253190,174238,78952,0.6881709388206485,0.6881709388206485,311.82906117935147,5174198272,11418861568,0.180875,6.23127255,6.65559313,7.201583750999999,253190,True,0,16.411932,64.82061692799874,109723648,110936064,0,0,0,0,26.275716,24432640,0,0,0,0,0,0,0,0,,77849,1410,92540348,,,,
origin_uniform_64k_5ms,r4,memcached_extstore,0,60.000254736,45193.79145857231,2824.6119661607695,2711639,2711639,2711639,2711639,0,1.0,1.0,0.0,0,177709973504,0.120917,0.394958,0.55104162,0.9390452499999996,2711639,True,0,127.751678,47.112347181907325,204730368,204828672,0,0,0,0,130.717059,157970432,75497472,84017152,0,0,0,0,927306,25661942,60860209239,0,2048,134413226,,,,
origin_uniform_64k_5ms,r4,redis,0,60.004294818,2781.8342088061167,101.76459066007118,166922,166922,166922,97701,69221,0.5853093061429889,0.5853093061429889,414.69069385701107,4536467456,6402932736,0.4958335,7.54562085,8.315066360000001,9.058208136,166922,True,0,15.300507,91.66261487401302,101584896,104849408,0,0,0,0,24.995868,17539072,0,0,0,0,0,0,0,0,,68278,,99817864,,,,
origin_uniform_64k_5ms,r4,valkey,0,60.004590736,2773.0378285901825,101.70888468935895,166395,166395,166395,97648,68747,0.5868445566273025,0.5868445566273025,413.1554433726975,4505403392,6399459328,0.516458,7.5785956,8.335895039999999,9.101995894,166395,True,0,15.977466,96.0213107365005,102895616,103792640,0,0,0,0,25.540824,17158144,0,0,0,0,0,0,0,0,,68008,,99832536,,,,
